price,bedrooms,geometry
460000.0,4.0,POINT (-122.384 47.5654)
753000.0,3.0,POINT (-122.281 47.6738)
389950.0,2.0,POINT (-122.386 47.5294)
469000.0,2.0,POINT (-122.361 47.681)
550000.0,4.0,POINT (-122.387 47.5071)
565000.0,5.0,POINT (-122.349 47.7172)
189650.0,2.0,POINT (-122.318 47.4136)
1525000.0,4.0,POINT (-122.37 47.6499)
260000.0,3.0,POINT (-122.044 47.3651)
243000.0,3.0,POINT (-122.313 47.3945)
1100000.0,4.0,POINT (-122.157 47.5671)
249000.0,3.0,POINT (-122.152 47.2761)
720000.0,2.0,POINT (-122.384 47.506)
905000.0,4.0,POINT (-122.102 47.5526)
824500.0,4.0,POINT (-122.326 47.6848)
762500.0,4.0,POINT (-122.229 47.5875)
580000.0,3.0,POINT (-122.387 47.589)
380000.0,3.0,POINT (-122.132 47.4626)
805000.0,3.0,POINT (-122.338 47.6503)
520000.0,4.0,POINT (-122.378 47.6892)
1569500.0,5.0,POINT (-122.412 47.6482)
175000.0,2.0,POINT (-122.321 47.4017)
353500.0,4.0,POINT (-122.158 47.4248)
500000.0,4.0,POINT (-122.345 47.4285)
386500.0,3.0,POINT (-122.17 47.7167)
210000.0,2.0,POINT (-122.272 47.5293)
439500.0,3.0,POINT (-122.308 47.7679)
315000.0,5.0,POINT (-122.104 47.3717)
339000.0,4.0,POINT (-122.016 47.3576)
655000.0,4.0,POINT (-122.146 47.5653)
740000.0,2.0,POINT (-122.014 47.7161)
685000.0,5.0,POINT (-122.123 47.6273)
550000.0,5.0,POINT (-122.171 47.5866)
405000.0,2.0,POINT (-122.386 47.5319)
765000.0,4.0,POINT (-122.077 47.584)
625000.0,3.0,POINT (-122.383 47.5846)
207000.0,4.0,POINT (-122.23 47.4787)
370000.0,4.0,POINT (-122.23 47.4787)
475000.0,3.0,POINT (-122.183 47.6955)
365000.0,2.0,POINT (-122.331 47.7252)
411800.0,4.0,POINT (-122.195 47.7367)
668000.0,5.0,POINT (-122 47.461)
618000.0,3.0,POINT (-122.307 47.6059)
247500.0,4.0,POINT (-122.209 47.308)
345000.0,5.0,POINT (-122.394 47.5707)
616300.0,3.0,POINT (-122.19 47.6825)
348000.0,3.0,POINT (-122.319 47.7366)
425000.0,3.0,POINT (-122.175 47.7508)
850000.0,5.0,POINT (-122.031 47.5133)
820000.0,5.0,POINT (-122.058 47.5932)
832000.0,4.0,POINT (-122.075 47.5933)
835000.0,3.0,POINT (-122.214 47.6916)
350000.0,3.0,POINT (-122.154 47.4913)
349000.0,4.0,POINT (-122.182 47.4834)
1125000.0,6.0,POINT (-122.333 47.6873)
320000.0,3.0,POINT (-122.178 47.4805)
150000.0,3.0,POINT (-122.168 47.4169)
340000.0,3.0,POINT (-122.331 47.506)
785500.0,4.0,POINT (-121.973 47.5818)
410500.0,4.0,POINT (-122.304 47.2592)
580000.0,3.0,POINT (-122.112 47.5916)
345000.0,2.0,POINT (-122.306 47.5998)
550000.0,3.0,POINT (-122.139 47.7297)
449500.0,4.0,POINT (-122.15 47.4646)
300000.0,3.0,POINT (-122.362 47.7615)
915000.0,4.0,POINT (-122.057 47.6671)
1575000.0,4.0,POINT (-122.234 47.5739)
599000.0,4.0,POINT (-122.291 47.6053)
755000.0,4.0,POINT (-122.17 47.5858)
400000.0,3.0,POINT (-122.304 47.7323)
133000.0,3.0,POINT (-122.312 47.3737)
330000.0,4.0,POINT (-122.315 47.7505)
330000.0,4.0,POINT (-122.204 47.4868)
375000.0,3.0,POINT (-122.301 47.7231)
485000.0,4.0,POINT (-122.177 47.7278)
470000.0,4.0,POINT (-122.062 47.6264)
1045000.0,4.0,POINT (-122.363 47.6362)
548800.0,4.0,POINT (-122.32 47.6918)
315000.0,2.0,POINT (-122.317 47.5595)
590000.0,3.0,POINT (-122.391 47.5289)
439950.0,4.0,POINT (-122.144 47.4873)
325000.0,3.0,POINT (-122.123 47.3032)
400000.0,2.0,POINT (-122.314 47.6997)
685000.0,4.0,POINT (-122.043 47.6288)
339950.0,3.0,POINT (-122.351 47.7756)
315000.0,3.0,POINT (-122.358 47.4608)
411753.0,3.0,POINT (-122.024 47.6968)
577000.0,2.0,POINT (-122.385 47.5703)
500000.0,3.0,POINT (-122.171 47.545)
210000.0,3.0,POINT (-122.283 47.345)
640000.0,4.0,POINT (-122.048 47.3413)
460000.0,4.0,POINT (-122.35 47.7366)
265000.0,2.0,POINT (-122.376 47.5286)
740000.0,5.0,POINT (-122.323 47.3466)
230000.0,3.0,POINT (-122.266 47.7681)
315000.0,3.0,POINT (-122.056 47.3583)
432000.0,3.0,POINT (-122.056 47.7429)
467000.0,3.0,POINT (-122.007 47.569)
255000.0,5.0,POINT (-122.344 47.319)
316500.0,3.0,POINT (-122.353 47.5311)
190000.0,4.0,POINT (-122.31 47.7659)
490000.0,3.0,POINT (-122.381 47.6726)
378000.0,4.0,POINT (-122.129 47.486)
598800.0,6.0,POINT (-122.273 47.4514)
333800.0,5.0,POINT (-122.275 47.5173)
690000.0,4.0,POINT (-121.995 47.5759)
320000.0,4.0,POINT (-122.316 47.56)
1249000.0,4.0,POINT (-122.29 47.5846)
335000.0,3.0,POINT (-122.163 47.6918)
840000.0,3.0,POINT (-122.072 47.7034)
608250.0,4.0,POINT (-122.338 47.4481)
550000.0,3.0,POINT (-122.008 47.5922)
240000.0,3.0,POINT (-122.308 47.3452)
998000.0,3.0,POINT (-122.16 47.5573)
275000.0,3.0,POINT (-122.166 47.3817)
284200.0,3.0,POINT (-122.272 47.3386)
1715000.0,4.0,POINT (-122.29 47.6315)
2400000.0,4.0,POINT (-122.319 47.6338)
930800.0,5.0,POINT (-122.045 47.6664)
930000.0,4.0,POINT (-122.114 47.5854)
215000.0,4.0,POINT (-122.383 47.3034)
480000.0,2.0,POINT (-122.479 47.3853)
483945.0,2.0,POINT (-122.392 47.558)
347000.0,3.0,POINT (-122.044 47.6108)
232500.0,3.0,POINT (-122.384 47.3009)
390000.0,4.0,POINT (-122.151 47.4413)
550000.0,3.0,POINT (-122.138 47.6232)
590000.0,4.0,POINT (-122.011 47.5679)
420850.0,1.0,POINT (-121.864 47.6951)
345000.0,4.0,POINT (-122.272 47.4414)
429800.0,3.0,POINT (-122.043 47.3744)
302000.0,4.0,POINT (-122.155 47.4549)
800000.0,4.0,POINT (-122.352 47.689)
250000.0,3.0,POINT (-122.221 47.2615)
605000.0,3.0,POINT (-122.403 47.6391)
412000.0,3.0,POINT (-122.078 47.3133)
252000.0,3.0,POINT (-122.194 47.4498)
375000.0,3.0,POINT (-122.268 47.5491)
725000.0,2.0,POINT (-122.346 47.6513)
471750.0,5.0,POINT (-122.19 47.4891)
490000.0,4.0,POINT (-122.026 47.483)
439000.0,2.0,POINT (-122.388 47.6775)
355000.0,4.0,POINT (-122.353 47.4589)
250000.0,1.0,POINT (-121.956 47.7182)
780000.0,4.0,POINT (-122.112 47.5637)
409000.0,2.0,POINT (-122.381 47.5631)
420000.0,2.0,POINT (-122.391 47.6862)
200000.0,1.0,POINT (-122.306 47.6964)
830000.0,2.0,POINT (-122.171 47.6638)
695000.0,3.0,POINT (-122.025 47.6199)
815000.0,4.0,POINT (-122.013 47.6055)
210000.0,3.0,POINT (-122.158 47.3574)
635000.0,3.0,POINT (-122.369 47.7235)
562500.0,4.0,POINT (-122.179 47.5357)
402500.0,4.0,POINT (-122.34 47.3053)
555000.0,3.0,POINT (-122.285 47.6768)
310000.0,3.0,POINT (-122.213 47.7116)
500000.0,4.0,POINT (-121.962 47.7359)
430000.0,6.0,POINT (-122.293 47.7166)
1600000.0,3.0,POINT (-122.29 47.6298)
627500.0,4.0,POINT (-122.331 47.6711)
335000.0,4.0,POINT (-122.231 47.5001)
962000.0,4.0,POINT (-122.153 47.5566)
299000.0,3.0,POINT (-121.833 47.5318)
399950.0,4.0,POINT (-122.126 47.3781)
322000.0,3.0,POINT (-122.06 47.6829)
430000.0,2.0,POINT (-122.34 47.6912)
307000.0,3.0,POINT (-122.149 47.4156)
194000.0,3.0,POINT (-122.278 47.4925)
180000.0,3.0,POINT (-122.216 47.3043)
465000.0,4.0,POINT (-122.037 47.6211)
722500.0,4.0,POINT (-122.152 47.6125)
470450.0,2.0,POINT (-122.329 47.6711)
280000.0,3.0,POINT (-122.194 47.36)
176250.0,4.0,POINT (-122.217 47.3056)
560000.0,5.0,POINT (-122.378 47.5379)
830000.0,3.0,POINT (-122.264 47.739)
276900.0,2.0,POINT (-121.778 47.4967)
625000.0,3.0,POINT (-122.308 47.6296)
1015000.0,4.0,POINT (-122.318 47.6367)
463500.0,1.0,POINT (-122.269 47.54)
485000.0,3.0,POINT (-122.147 47.4369)
272000.0,3.0,POINT (-122.272 47.3336)
305000.0,2.0,POINT (-122.026 47.6971)
760000.0,3.0,POINT (-122.227 47.571)
387500.0,2.0,POINT (-122.322 47.7024)
352000.0,4.0,POINT (-122.041 47.3457)
507000.0,3.0,POINT (-122.111 47.4296)
156000.0,3.0,POINT (-122.275 47.4509)
580000.0,3.0,POINT (-122.324 47.6357)
630000.0,4.0,POINT (-122.003 47.5834)
275000.0,5.0,POINT (-122.339 47.4882)
835000.0,5.0,POINT (-122.227 47.7022)
340000.0,4.0,POINT (-122.201 47.4356)
329350.0,2.0,POINT (-122.362 47.7001)
1480000.0,3.0,POINT (-122.174 47.659)
475000.0,3.0,POINT (-122.009 47.5956)
719950.0,3.0,POINT (-122.38 47.6758)
235000.0,1.0,POINT (-122.376 47.5188)
875000.0,3.0,POINT (-122.296 47.6991)
380000.0,4.0,POINT (-122.28 47.4498)
325000.0,3.0,POINT (-121.927 47.3317)
475000.0,4.0,POINT (-122.128 47.7611)
152900.0,1.0,POINT (-121.99 47.2107)
210000.0,2.0,POINT (-122.338 47.5113)
350000.0,4.0,POINT (-122.383 47.5518)
505000.0,3.0,POINT (-122.119 47.4754)
464900.0,4.0,POINT (-122.233 47.7262)
650000.0,3.0,POINT (-122.383 47.5767)
369950.0,2.0,POINT (-122.342 47.7053)
250000.0,3.0,POINT (-122.293 47.5434)
320000.0,3.0,POINT (-122.293 47.5434)
2532000.0,4.0,POINT (-122.26 47.6702)
340000.0,4.0,POINT (-122.177 47.3939)
440000.0,2.0,POINT (-122.385 47.6757)
219950.0,3.0,POINT (-121.999 47.2021)
940000.0,4.0,POINT (-122.242 47.5833)
399950.0,4.0,POINT (-122.37 47.5352)
1568000.0,3.0,POINT (-122.289 47.632)
528000.0,4.0,POINT (-122.202 47.7097)
545000.0,4.0,POINT (-122.241 47.7021)
575000.0,2.0,POINT (-122.03 47.7136)
235000.0,4.0,POINT (-122.385 47.3074)
272000.0,3.0,POINT (-122.168 47.3291)
380000.0,4.0,POINT (-122.155 47.4764)
195000.0,3.0,POINT (-122.329 47.7512)
297000.0,3.0,POINT (-122.015 47.3561)
349000.0,4.0,POINT (-122.357 47.2923)
320000.0,2.0,POINT (-122.371 47.5376)
319990.0,4.0,POINT (-122.326 47.428)
439900.0,2.0,POINT (-121.926 47.5242)
429000.0,3.0,POINT (-122.279 47.7031)
272500.0,3.0,POINT (-122.025 47.3539)
400000.0,4.0,POINT (-122.31 47.7287)
462000.0,5.0,POINT (-122.337 47.6647)
510000.0,2.0,POINT (-122.298 47.6823)
550000.0,3.0,POINT (-122.147 47.6075)
150000.0,3.0,POINT (-122.079 47.3701)
460000.0,3.0,POINT (-122.219 47.7187)
632500.0,4.0,POINT (-122.051 47.6304)
361000.0,3.0,POINT (-122.071 47.7567)
437000.0,3.0,POINT (-122.375 47.6799)
370000.0,6.0,POINT (-122.221 47.3054)
884250.0,4.0,POINT (-121.986 47.5953)
225000.0,3.0,POINT (-122.029 47.3609)
235000.0,2.0,POINT (-122.375 47.5186)
767500.0,6.0,POINT (-122.382 47.54)
1200000.0,3.0,POINT (-122.246 47.5779)
715000.0,3.0,POINT (-122.048 47.6789)
417000.0,4.0,POINT (-122.322 47.7137)
199000.0,3.0,POINT (-122.15 47.4225)
875000.0,5.0,POINT (-122.312 47.6265)
545000.0,4.0,POINT (-122.363 47.6849)
192500.0,2.0,POINT (-122.298 47.4909)
822500.0,3.0,POINT (-122.108 47.6868)
800000.0,4.0,POINT (-122.229 47.5801)
1250000.0,3.0,POINT (-122.284 47.6256)
3850000.0,4.0,POINT (-122.222 47.585)
295000.0,3.0,POINT (-122.017 47.3673)
419000.0,2.0,POINT (-122.023 47.7191)
1195000.0,5.0,POINT (-122.114 47.555)
750000.0,4.0,POINT (-121.993 47.5879)
502000.0,4.0,POINT (-122.359 47.7677)
1025000.0,3.0,POINT (-122.246 47.5826)
398500.0,3.0,POINT (-122.299 47.7163)
700000.0,2.0,POINT (-122.379 47.5742)
248000.0,5.0,POINT (-122.305 47.4852)
800000.0,4.0,POINT (-122.333 47.6545)
383000.0,4.0,POINT (-122.193 47.315)
688000.0,4.0,POINT (-122.307 47.5744)
521000.0,3.0,POINT (-122.297 47.7029)
365000.0,2.0,POINT (-122.32 47.72)
491000.0,3.0,POINT (-122.298 47.6039)
643000.0,3.0,POINT (-122.112 47.626)
279000.0,3.0,POINT (-122.382 47.3025)
583500.0,4.0,POINT (-122.379 47.6748)
310000.0,3.0,POINT (-122.041 47.3841)
310000.0,3.0,POINT (-122.182 47.4892)
280000.0,3.0,POINT (-122.33 47.4195)
272000.0,4.0,POINT (-122.148 47.4334)
870000.0,4.0,POINT (-122.07 47.6093)
307000.0,3.0,POINT (-122.171 47.4643)
490000.0,2.0,POINT (-122.392 47.5831)
399950.0,3.0,POINT (-122.328 47.7447)
1635000.0,5.0,POINT (-122.206 47.6003)
989000.0,5.0,POINT (-121.995 47.5812)
264950.0,4.0,POINT (-122.076 47.3646)
491500.0,4.0,POINT (-122.232 47.7267)
345000.0,3.0,POINT (-122.12 47.4745)
339900.0,4.0,POINT (-122.189 47.2969)
852000.0,3.0,POINT (-122.321 47.6288)
585000.0,5.0,POINT (-122.073 47.5833)
723000.0,4.0,POINT (-122.16 47.5509)
594000.0,3.0,POINT (-122.124 47.7221)
405000.0,2.0,POINT (-122.184 47.6943)
725500.0,4.0,POINT (-122.056 47.6628)
800000.0,2.0,POINT (-122.335 47.6729)
1325000.0,3.0,POINT (-122.37 47.7313)
180500.0,3.0,POINT (-122.185 47.3643)
325000.0,3.0,POINT (-122.185 47.3643)
235000.0,3.0,POINT (-122.19 47.3151)
330000.0,2.0,POINT (-122.377 47.5075)
678500.0,3.0,POINT (-122.383 47.5215)
463000.0,4.0,POINT (-122.167 47.7158)
250000.0,2.0,POINT (-122.351 47.53)
655000.0,3.0,POINT (-122.267 47.5597)
239900.0,4.0,POINT (-122.339 47.3127)
185000.0,3.0,POINT (-122.289 47.3496)
1735000.0,4.0,POINT (-122.278 47.6565)
251700.0,3.0,POINT (-122.231 47.4997)
400000.0,4.0,POINT (-122.358 47.7565)
735000.0,4.0,POINT (-122.195 47.6079)
1700000.0,5.0,POINT (-122.111 47.5883)
82500.0,2.0,POINT (-122.296 47.4799)
765000.0,4.0,POINT (-121.97 47.5833)
292500.0,4.0,POINT (-122.377 47.3096)
270000.0,3.0,POINT (-122.169 47.4568)
415000.0,2.0,POINT (-122.353 47.711)
950000.0,4.0,POINT (-122.203 47.5927)
353000.0,3.0,POINT (-122.023 47.3812)
670950.0,3.0,POINT (-122.38 47.6726)
280950.0,3.0,POINT (-122.202 47.4725)
585000.0,3.0,POINT (-122.082 47.5608)
525000.0,2.0,POINT (-122.045 47.5484)
605000.0,3.0,POINT (-122.112 47.6379)
1010000.0,4.0,POINT (-122.365 47.6782)
245990.0,3.0,POINT (-122.289 47.453)
535000.0,4.0,POINT (-122.13 47.4585)
410000.0,1.0,POINT (-122.392 47.5411)
550000.0,3.0,POINT (-122.185 47.7489)
665000.0,3.0,POINT (-122.119 47.6357)
455000.0,3.0,POINT (-122.245 47.75)
440000.0,4.0,POINT (-122.354 47.6624)
332000.0,3.0,POINT (-122.285 47.3524)
280000.0,3.0,POINT (-122.351 47.2891)
570000.0,3.0,POINT (-122.309 47.6169)
250000.0,3.0,POINT (-122.199 47.428)
238000.0,2.0,POINT (-122.231 47.2685)
265000.0,3.0,POINT (-122.317 47.7505)
306000.0,3.0,POINT (-122.244 47.7428)
345000.0,5.0,POINT (-122.17 47.4911)
765000.0,4.0,POINT (-122.365 47.7119)
346300.0,4.0,POINT (-122.211 47.2634)
342500.0,3.0,POINT (-121.993 47.214)
501000.0,4.0,POINT (-122.218 47.7534)
270000.0,3.0,POINT (-122.084 47.369)
638000.0,3.0,POINT (-122.3 47.6052)
460000.0,3.0,POINT (-122.368 47.6508)
760000.0,4.0,POINT (-122.199 47.6255)
1085000.0,3.0,POINT (-122.226 47.561)
234000.0,3.0,POINT (-121.981 47.7425)
1650000.0,3.0,POINT (-122.197 47.5487)
488000.0,5.0,POINT (-122.37 47.6949)
1550000.0,5.0,POINT (-122.227 47.6275)
499000.0,4.0,POINT (-122.379 47.7689)
150000.0,3.0,POINT (-122.244 47.5056)
333000.0,4.0,POINT (-122.312 47.2697)
700000.0,4.0,POINT (-122.289 47.7425)
275000.0,4.0,POINT (-122.316 47.489)
330000.0,3.0,POINT (-122.344 47.5051)
360000.0,4.0,POINT (-122.313 47.7406)
467000.0,3.0,POINT (-122.308 47.7133)
568000.0,3.0,POINT (-122.056 47.6163)
605000.0,5.0,POINT (-122.11 47.6474)
750000.0,4.0,POINT (-121.989 47.5898)
760000.0,3.0,POINT (-121.995 47.6377)
265000.0,3.0,POINT (-122.146 47.4257)
490000.0,3.0,POINT (-122.177 47.5699)
360000.0,4.0,POINT (-122.026 47.3552)
311750.0,4.0,POINT (-122.353 47.3287)
399000.0,3.0,POINT (-122.256 47.7623)
347000.0,4.0,POINT (-122.126 47.3739)
1680000.0,4.0,POINT (-122.156 47.6406)
585000.0,4.0,POINT (-121.861 47.5408)
340000.0,4.0,POINT (-122.17 47.4052)
612000.0,3.0,POINT (-122.007 47.5723)
230000.0,2.0,POINT (-122.057 47.3733)
604000.0,4.0,POINT (-121.995 47.5752)
250000.0,3.0,POINT (-122.212 47.3188)
258500.0,3.0,POINT (-122.049 47.359)
783000.0,4.0,POINT (-122.403 47.6422)
1050000.0,5.0,POINT (-122.389 47.6456)
760000.0,4.0,POINT (-122.163 47.688)
276000.0,3.0,POINT (-122.362 47.5535)
550000.0,4.0,POINT (-122.102 47.6231)
398000.0,4.0,POINT (-122.311 47.7272)
775000.0,3.0,POINT (-122.364 47.6711)
1027500.0,4.0,POINT (-122.155 47.5471)
327000.0,4.0,POINT (-122.206 47.4763)
564500.0,4.0,POINT (-121.974 47.7302)
782000.0,4.0,POINT (-122.37 47.6794)
398000.0,4.0,POINT (-122.024 47.3477)
257000.0,3.0,POINT (-122.222 47.7244)
235000.0,4.0,POINT (-122.174 47.3168)
453000.0,4.0,POINT (-122.431 47.3714)
535000.0,2.0,POINT (-122.189 47.6831)
275000.0,3.0,POINT (-122.057 47.3534)
665000.0,3.0,POINT (-122.083 47.5515)
670000.0,4.0,POINT (-122.099 47.6299)
465000.0,3.0,POINT (-122.229 47.72)
210000.0,3.0,POINT (-122.094 47.364)
265000.0,4.0,POINT (-122.189 47.3182)
426000.0,2.0,POINT (-122.188 47.7034)
529219.0,4.0,POINT (-122.103 47.6236)
600000.0,3.0,POINT (-122.116 47.7529)
875000.0,5.0,POINT (-122.059 47.6039)
608000.0,4.0,POINT (-122.389 47.6466)
220000.0,3.0,POINT (-121.964 47.2159)
1760000.0,4.0,POINT (-122.112 47.5524)
295450.0,3.0,POINT (-122.185 47.2953)
315000.0,2.0,POINT (-122.278 47.5557)
205000.0,4.0,POINT (-122.195 47.3933)
310000.0,3.0,POINT (-122.331 47.4275)
1000000.0,5.0,POINT (-122.37 47.6501)
525000.0,4.0,POINT (-122.001 47.3552)
284000.0,4.0,POINT (-122.333 47.5137)
510000.0,3.0,POINT (-122.045 47.6147)
405000.0,2.0,POINT (-122.354 47.6988)
509950.0,3.0,POINT (-122.268 47.7698)
600000.0,4.0,POINT (-122.049 47.6876)
990000.0,4.0,POINT (-122.338 47.692)
280005.0,3.0,POINT (-122.253 47.5041)
700000.0,3.0,POINT (-122.046 47.3402)
330000.0,3.0,POINT (-122.375 47.5281)
340000.0,2.0,POINT (-122.331 47.4131)
468000.0,2.0,POINT (-122.132 47.6658)
1339000.0,4.0,POINT (-122.212 47.5578)
515000.0,3.0,POINT (-122.182 47.5632)
245000.0,4.0,POINT (-122.001 47.1985)
265000.0,3.0,POINT (-122.194 47.4042)
372400.0,3.0,POINT (-122.212 47.4185)
390000.0,3.0,POINT (-122.328 47.753)
208000.0,3.0,POINT (-122.205 47.278)
273000.0,2.0,POINT (-122.316 47.769)
455000.0,5.0,POINT (-121.977 47.7454)
270000.0,4.0,POINT (-122.358 47.3082)
618000.0,4.0,POINT (-122.126 47.6049)
213550.0,3.0,POINT (-122.289 47.3334)
210000.0,5.0,POINT (-122.324 47.4232)
2750000.0,5.0,POINT (-122.207 47.5922)
403500.0,4.0,POINT (-122.347 47.7027)
235000.0,3.0,POINT (-122.005 47.2083)
287500.0,3.0,POINT (-122.232 47.4799)
546800.0,4.0,POINT (-122.295 47.6904)
183000.0,3.0,POINT (-122.22 47.2853)
560000.0,3.0,POINT (-122.086 47.295)
299500.0,3.0,POINT (-122.301 47.5724)
610000.0,4.0,POINT (-122.124 47.6263)
288350.0,3.0,POINT (-122.268 47.4513)
500000.0,2.0,POINT (-122.354 47.6562)
625000.0,4.0,POINT (-122.287 47.6792)
418000.0,2.0,POINT (-122.386 47.5439)
660000.0,3.0,POINT (-122.308 47.6108)
775000.0,4.0,POINT (-122.299 47.6943)
429500.0,3.0,POINT (-122.174 47.7232)
569000.0,3.0,POINT (-122.29 47.6272)
250000.0,4.0,POINT (-122.178 47.4081)
225000.0,3.0,POINT (-122.148 47.3682)
530000.0,4.0,POINT (-122.343 47.4268)
306000.0,3.0,POINT (-122.303 47.7586)
517100.0,3.0,POINT (-122.18 47.5396)
354950.0,3.0,POINT (-122.163 47.7628)
348000.0,3.0,POINT (-122.3 47.6793)
522250.0,4.0,POINT (-122.077 47.7466)
275000.0,3.0,POINT (-122.391 47.3186)
390000.0,3.0,POINT (-122.311 47.7109)
260000.0,3.0,POINT (-122.331 47.4267)
585000.0,5.0,POINT (-122.3 47.6388)
605000.0,5.0,POINT (-122.317 47.6866)
342000.0,4.0,POINT (-122.204 47.3813)
900000.0,5.0,POINT (-122.16 47.6518)
252000.0,3.0,POINT (-122.183 47.3993)
357000.0,3.0,POINT (-122.325 47.3371)
370000.0,3.0,POINT (-122.117 47.6181)
322500.0,3.0,POINT (-122.17 47.5121)
210000.0,2.0,POINT (-122.222 47.3065)
290000.0,2.0,POINT (-122.339 47.7202)
860000.0,4.0,POINT (-122.08 47.5854)
302000.0,6.0,POINT (-122.275 47.5543)
369160.0,4.0,POINT (-122.332 47.3367)
1185000.0,4.0,POINT (-122.304 47.6406)
993000.0,4.0,POINT (-122.203 47.5892)
380000.0,6.0,POINT (-122.036 47.5342)
635000.0,4.0,POINT (-122.359 47.7229)
260000.0,3.0,POINT (-121.898 47.5687)
243000.0,2.0,POINT (-122.231 47.4974)
1400000.0,4.0,POINT (-122.193 47.5831)
665000.0,4.0,POINT (-122.369 47.7228)
898000.0,5.0,POINT (-122.146 47.6599)
583000.0,4.0,POINT (-122.305 47.5744)
429000.0,4.0,POINT (-122.169 47.6976)
471000.0,3.0,POINT (-122.197 47.7317)
1810000.0,3.0,POINT (-122.29 47.6394)
739500.0,3.0,POINT (-122.143 47.3648)
450000.0,3.0,POINT (-122.117 47.5659)
552500.0,3.0,POINT (-122.37 47.6895)
437000.0,4.0,POINT (-122.142 47.5674)
270000.0,4.0,POINT (-122.278 47.5331)
226740.0,3.0,POINT (-122.183 47.2927)
446500.0,4.0,POINT (-122.261 47.7675)
283000.0,3.0,POINT (-121.999 47.2103)
445000.0,4.0,POINT (-121.926 47.5245)
250000.0,2.0,POINT (-122.375 47.5172)
307000.0,3.0,POINT (-122.372 47.5133)
315000.0,4.0,POINT (-122.37 47.295)
555000.0,3.0,POINT (-122.395 47.5159)
264900.0,4.0,POINT (-122.176 47.4056)
510000.0,3.0,POINT (-122.34 47.6939)
328000.0,4.0,POINT (-122.17 47.4445)
358000.0,4.0,POINT (-122.015 47.3565)
325000.0,3.0,POINT (-122.164 47.3989)
1365000.0,2.0,POINT (-122.06 47.5684)
230000.0,4.0,POINT (-122.283 47.3417)
545000.0,3.0,POINT (-122.387 47.6379)
705380.0,3.0,POINT (-121.993 47.5493)
459000.0,5.0,POINT (-122.244 47.7482)
815000.0,4.0,POINT (-122.311 47.6852)
495000.0,6.0,POINT (-122.219 47.4871)
520000.0,3.0,POINT (-122 47.3053)
430000.0,2.0,POINT (-122.39 47.6704)
255000.0,4.0,POINT (-122.315 47.3487)
588000.0,3.0,POINT (-122.311 47.6892)
350000.0,3.0,POINT (-122.118 47.6195)
625000.0,4.0,POINT (-122.189 47.5515)
172500.0,2.0,POINT (-122.116 47.481)
554000.0,3.0,POINT (-122.383 47.573)
775000.0,4.0,POINT (-122.118 47.705)
1187500.0,4.0,POINT (-122.013 47.6471)
618000.0,3.0,POINT (-122.26 47.7443)
305000.0,4.0,POINT (-122.354 47.4552)
232000.0,3.0,POINT (-122.074 47.3715)
262000.0,4.0,POINT (-122.247 47.2796)
234000.0,3.0,POINT (-122.312 47.3731)
500000.0,4.0,POINT (-122.302 47.7088)
278000.0,3.0,POINT (-122.345 47.4623)
230000.0,5.0,POINT (-122.294 47.4756)
500000.0,4.0,POINT (-122.051 47.5328)
366500.0,4.0,POINT (-122.32 47.7416)
665000.0,6.0,POINT (-122.283 47.5584)
1101000.0,3.0,POINT (-122.4 47.5825)
575000.0,2.0,POINT (-122.393 47.6875)
674750.0,4.0,POINT (-122.027 47.5848)
719000.0,5.0,POINT (-122.279 47.5615)
482000.0,3.0,POINT (-122.497 47.4464)
254000.0,2.0,POINT (-122.349 47.7508)
443725.0,3.0,POINT (-122.392 47.6869)
575000.0,4.0,POINT (-122.031 47.652)
469000.0,3.0,POINT (-122.277 47.7766)
175000.0,2.0,POINT (-122.267 47.327)
437000.0,5.0,POINT (-122.298 47.5488)
550000.0,4.0,POINT (-122.268 47.7669)
172040.0,3.0,POINT (-122.191 47.3911)
363000.0,3.0,POINT (-122.041 47.3693)
282000.0,3.0,POINT (-122.178 47.3198)
400000.0,6.0,POINT (-122.256 47.5115)
650000.0,5.0,POINT (-122.17 47.7261)
365000.0,3.0,POINT (-122.093 47.3391)
269950.0,4.0,POINT (-122.36 47.2855)
260000.0,2.0,POINT (-122.048 47.3375)
193000.0,3.0,POINT (-122.373 47.2959)
340000.0,4.0,POINT (-122.028 47.3769)
900000.0,4.0,POINT (-122.167 47.6445)
371000.0,3.0,POINT (-122.129 47.4627)
592000.0,3.0,POINT (-121.769 47.5028)
300000.0,3.0,POINT (-122.328 47.5003)
449950.0,4.0,POINT (-122.014 47.3542)
299500.0,3.0,POINT (-122.295 47.2735)
995000.0,4.0,POINT (-122.221 47.5377)
335000.0,4.0,POINT (-122.357 47.5299)
280000.0,4.0,POINT (-122.328 47.3258)
446000.0,4.0,POINT (-122.192 47.7278)
1544500.0,4.0,POINT (-122.22 47.6444)
325000.0,3.0,POINT (-122.265 47.5273)
450000.0,3.0,POINT (-122.176 47.6641)
322500.0,4.0,POINT (-122.032 47.3843)
453000.0,3.0,POINT (-122.139 47.5637)
655000.0,4.0,POINT (-122.232 47.7076)
603000.0,3.0,POINT (-122.311 47.6819)
235000.0,4.0,POINT (-122.252 47.2751)
968933.0,4.0,POINT (-122.167 47.681)
1015000.0,3.0,POINT (-122.058 47.6113)
435000.0,4.0,POINT (-122.178 47.667)
242000.0,3.0,POINT (-122.054 47.3635)
